description,url,price,rating,review_count,author,binding,bestseller
"The Book Woman's Daughter (The Book Woman of Troublesome Creek, 2)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A00460582BTVGRQ5F0XE6&url=%2FBook-Womans-Daughter-Novel-Troublesome%2Fdp%2F1728242592%2Fref%3Dsr_1_161_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557141%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-161-spons%26psc%3D1&qualifier=1664557141&id=4810160986227132&widgetName=sp_mtf,10.56,4.6 out of 5 stars,6957,Kim Michele Richardson,Paperback,No
Table 41: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A10087923I1LT37USEP4R&url=%2FTable-41-Novel-Joseph-Suglia%2Fdp%2F1720914273%2Fref%3Dsr_1_162_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557141%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-162-spons%26psc%3D1&qualifier=1664557141&id=4810160986227132&widgetName=sp_mtf,10.95,4.4 out of 5 stars,14,Joseph Suglia,Paperback,No
Daisy Darker: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A04081692R4GO9JIFJ6UB&url=%2FDaisy-Darker-Novel-Alice-Feeney%2Fdp%2F1250843936%2Fref%3Dsr_1_163_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557141%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-163-spons%26psc%3D1&qualifier=1664557141&id=4810160986227132&widgetName=sp_mtf,23.99,4.1 out of 5 stars,1678,Alice Feeney,Hardcover,Editors' pick
Storm Tide: A Novel of the American Revolution (The Courtney Series: The Birds of Prey Trilogy),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A007469814SQ6CZ9CIWK7&url=%2FStorm-Tide-Courtney-Wilbur-Smith%2Fdp%2F1838778861%2Fref%3Dsr_1_164_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557141%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-164-spons%26psc%3D1&qualifier=1664557141&id=4810160986227132&widgetName=sp_mtf,24.49,4.5 out of 5 stars,1748,Wilbur Smith,Hardcover,No
Meant to Be: A Novel,https://www.amazon.com/Meant-Be-Novel-Emily-Giffin-ebook/dp/B09F5WDR6C/ref=sr_1_165?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-165,14.99,4.3 out of 5 stars,8032,Emily Giffin,Kindle,Editors' pick
Sea of Tranquility: A novel,https://www.amazon.com/Sea-Tranquility-Emily-John-Mandel/dp/0593321448/ref=sr_1_166?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-166,12.50,4.3 out of 5 stars,11710,Emily St. John Mandel,Hardcover,Editors' pick
Dr. Off Limits,https://www.amazon.com/Dr-Off-Limits-Louise-Bay-ebook/dp/B09B2HKQDK/ref=sr_1_167?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-167,4.99,4.5 out of 5 stars,911,Louise Bay,Kindle,No
Wings of Fire: The Dragonet Prophecy: A Graphic Novel (Wings of Fire Graphic Novel #1): The Graphic Novel (1) (Wings of Fire Graphix),https://www.amazon.com/Graphix-Book-Graphic-Dragonet-Prophecy/dp/0545942152/ref=sr_1_168?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-168,9.94,4.8 out of 5 stars,6036,Book 1 of 6: Wings of Fire Graphix,Paperback,No
The Casanova (The Miles High Club Book 3),https://www.amazon.com/Casanova-Miles-High-Club-Book-ebook/dp/B08X472VK3/ref=sr_1_169?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-169,0.00,4.6 out of 5 stars,28654,Book 3 of 4: The Miles High Club,Kindle,No
Always Her Love: Levi Steele (The Steeles at Silver Island Book 4),https://www.amazon.com/Always-Her-Love-Steele-Steeles-ebook/dp/B09PKNYP1Z/ref=sr_1_170?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-170,5.99,4.8 out of 5 stars,427,Book 4 of 5: The Steeles at Silver Island,Kindle,No
"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 17 (light novel)",https://www.amazon.com/Wrong-Girls-Dungeon-light-novel-ebook/dp/B09TKJJ1W6/ref=sr_1_171?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-171,8.99,4.8 out of 5 stars,231,Book 17 of 17: Is It Wrong to Pick Up Girls in a Dungeon?,Kindle,No
The Final Equinox: A Theo Cray and Jessica Blackwood Thriller,https://www.amazon.com/Final-Equinox-Jessica-Blackwood-Thriller-ebook/dp/B09C66M2DZ/ref=sr_1_172?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-172,0.00,4.4 out of 5 stars,1244,Book 2 of 2: Theo Cray and Jessica Blackwood,Kindle,Best Seller
The Magnificent Lives of Marjorie Post: A Novel,https://www.amazon.com/Magnificent-Lives-Marjorie-Post-Novel-ebook/dp/B094GP8FSQ/ref=sr_1_173?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-173,14.99,4.5 out of 5 stars,6494,Allison Pataki,Kindle,No
The Inmate: A gripping psychological thriller,https://www.amazon.com/Inmate-gripping-psychological-thriller-ebook/dp/B0B1XQTZ1R/ref=sr_1_174?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-174,0.00,4.4 out of 5 stars,15598,Freida McFadden,Kindle,No
The Shadow Murders: A Department Q Novel,https://www.amazon.com/Shadow-Murders-Department-Novel-ebook/dp/B09Q1VLSQ2/ref=sr_1_175?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-175,14.99,4.3 out of 5 stars,20,Book 9 of 9: Department Q,Kindle,No
Grace Under Fire,https://www.amazon.com/Grace-Under-Fire-Julie-Garwood-ebook/dp/B09JVXLR24/ref=sr_1_176?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-176,14.99,4.6 out of 5 stars,4593,Book 14 of 14: Buchanan/Renard/MacKenna,Kindle,Editors' pick
The Price of Perfect: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0153384G5UQQDJE09WK&url=%2FPrice-Perfect-Novel-William-Anderson%2Fdp%2F1954000243%2Fref%3Dsr_1_177_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557141%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-177-spons%26psc%3D1&qualifier=1664557141&id=4810160986227132&widgetName=sp_mtf,16.95,4.6 out of 5 stars,49,"William Anderson , Nancy Laning, et al.",Paperback,No
Guarding Her Heart (Crystal Creek),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A005500225JZ16GZPZTJL&url=%2FGuarding-Her-Heart-Crystal-Creek%2Fdp%2F1501032585%2Fref%3Dsr_1_178_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557141%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-178-spons%26psc%3D1&qualifier=1664557141&id=4810160986227132&widgetName=sp_mtf,11.99,4.2 out of 5 stars,193,Laura Haley-McNeil,Paperback,No
Pride & Prejudice (Deluxe Edition),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A00662381FPJ06UQ05YS3&url=%2FPride-Prejudice-Deluxe-Jane-Austin%2Fdp%2F938777967X%2Fref%3Dsr_1_179_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557141%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-179-spons%26psc%3D1&qualifier=1664557141&id=4810160986227132&widgetName=sp_mtf,17.99,4.6 out of 5 stars,30358,Jane Austin,Hardcover,No
Fled: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A005556129WW1LEB96819&url=%2FFled-Novel-Meg-Keneally%2Fdp%2F1948924269%2Fref%3Dsr_1_180_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557141%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-180-spons%26psc%3D1&qualifier=1664557141&id=4810160986227132&widgetName=sp_mtf,24.99,4.4 out of 5 stars,389,Meg Keneally,Hardcover,No
Freaking Idiots Guide To Selling On eBay: How anyone can make $100 or more everyday selling on eBay (eBay Selling Made Easy),https://www.amazon.com/Freaking-Idiots-Guide-Selling-eBay/dp/1482647729/ref=sr_1_181?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-181,15.99,4.2 out of 5 stars,61,Book 1 of 12: eBay Selling Made Easy,Paperback,No
The Silmarillion,https://www.amazon.com/The-Silmarillion-J-R-R-Tolkien-audiobook/dp/B016N9U37Q/ref=sr_1_182?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-182,0.00,4.8 out of 5 stars,14443,Part of: Lord of the Rings,Audible Audiobook,Best Seller
The Paris Library: A Novel,https://www.amazon.com/Paris-Library-Janet-Skeslien-Charles-ebook/dp/B07Z45K1Q8/ref=sr_1_183?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-183,13.99,4.4 out of 5 stars,17831,Janet Skeslien Charles,Kindle,Editors' pick
The George Smiley Novels 8-Volume Boxed Set,https://www.amazon.com/George-Smiley-Novels-Boxed-Set/dp/1524705977/ref=sr_1_184?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-184,70.36,4.8 out of 5 stars,115,John le Carré,Paperback,No
Harry Potter Paperback Box Set (Books 1-7),https://www.amazon.com/Harry-Potter-Paperback-Box-Books/dp/0545162076/ref=sr_1_185?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-185,38.86,4.9 out of 5 stars,91576,Part of: Harry Potter,Paperback,Best Seller
Other Birds: A Novel,https://www.amazon.com/Other-Birds-Sarah-Addison-Allen/dp/1250019869/ref=sr_1_186?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-186,17.19,4.5 out of 5 stars,1337,Sarah Addison Allen,Hardcover,Editors' pick
West with Giraffes: A Novel,https://www.amazon.com/West-Giraffes-Novel-Lynda-Rutledge/dp/1542023343/ref=sr_1_187?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-187,10.99,4.7 out of 5 stars,54909,Lynda Rutledge,Paperback,No
The Diamond Eye: A Novel,https://www.amazon.com/The-Diamond-Eye-A-Novel/dp/B09F5312NL/ref=sr_1_188?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-188,0.00,4.6 out of 5 stars,8579,"Kate Quinn, Saskia Maarleveld, et al.",Audible Audiobook,No
A Gentleman in Moscow: A Novel,https://www.amazon.com/A-Gentleman-in-Moscow-audiobook/dp/B01E0CCSXA/ref=sr_1_189?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-189,0.00,4.6 out of 5 stars,50181,"Amor Towles, Nicholas Guy Smith, et al.",Audible Audiobook,Best Seller
The Invisible Life of Addie LaRue,https://www.amazon.com/Invisible-Life-Addie-LaRue/dp/B0844PWK76/ref=sr_1_190?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-190,0.00,4.5 out of 5 stars,57279,"V. E. Schwab, Julia Whelan, et al.",Audible Audiobook,Editors' pick
Hollow,https://www.amazon.com/Hollow-OGN-Shannon-Watters/dp/1684158524/ref=sr_1_191?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-191,17.99,5.0 out of 5 stars,1,Book 1 of 2: Hollow (BOOM),Paperback,No
"The Inn on Harmony Island: A Sweet, Small Town, Southern Romance (Sweet Tea and a Southern Gentleman Book 1)",https://www.amazon.com/Inn-Harmony-Island-Southern-Gentleman-ebook/dp/B09KG23KCJ/ref=sr_1_192?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-192,3.99,4.3 out of 5 stars,1771,Book 1 of 2: Sweet Tea and a Southern Gentleman,Kindle,No
In the Pines (Columbia River Book 3),https://www.amazon.com/Pines-Columbia-River-Book-ebook/dp/B08GCP767Y/ref=sr_1_193?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-193,0.00,4.5 out of 5 stars,6886,Book 3 of 5: Columbia River,Kindle,Editors' pick
Never Lie: An addictive psychological thriller,https://www.amazon.com/Never-Lie-addictive-psychological-thriller-ebook/dp/B0BBL2ZW73/ref=sr_1_194?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-194,0.00,4.6 out of 5 stars,2383,Freida McFadden,Kindle,Best Seller
Babel: Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution,https://www.amazon.com/Babel-Necessity-Violence-Translators-Revolution/dp/B09MV827NK/ref=sr_1_196?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-196,0.00,4.6 out of 5 stars,645,"R. F. Kuang, Chris Lew Kum Hoi, et al.",Audible Audiobook,Editors' pick
The Terminal List: A Thriller,https://www.amazon.com/The-Terminal-List-Jack-Carr-audiobook/dp/B078SFLTFP/ref=sr_1_197?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-197,0.00,4.7 out of 5 stars,20907,Book 1 of 5: Terminal List,Audible Audiobook,Editors' pick
Heat 2: A Novel,https://www.amazon.com/Heat-2-Novel-Michael-Mann/dp/0062653318/ref=sr_1_199?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-199,19.28,4.6 out of 5 stars,1242,Michael Mann and Meg Gardiner,Hardcover,No
The Redo,https://www.amazon.com/Redo-Max-Monroe-ebook/dp/B09WPFVZQR/ref=sr_1_200?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-200,0.00,4.6 out of 5 stars,5826,Max  Monroe,Kindle,No
"Minecraft Volume 1 (Graphic Novel) (Minecraft, 1)",https://www.amazon.com/Minecraft-Graphic-Novel-Sf%C3%88-M/dp/150670834X/ref=sr_1_201?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-201,6.65,4.6 out of 5 stars,3779,Book 2 of 8: Minecraft,Paperback,Teachers' pick
By a Thread: A Grumpy Boss Romantic Comedy,https://www.amazon.com/Thread-Grumpy-Boss-Romantic-Comedy/dp/B08BJ9P94P/ref=sr_1_202?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-202,0.00,4.5 out of 5 stars,19172,"Lucy Score, Erin Mallon, et al.",Audible Audiobook,No
The Hunted (The Dawning of Muirwood Book 2),https://www.amazon.com/Hunted-Dawning-Muirwood-Book-ebook/dp/B09M36SRH5/ref=sr_1_203?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-203,0.00,4.6 out of 5 stars,736,Book 2 of 3: The Dawning of Muirwood,Kindle,Best Seller
Sisters: A Graphic Novel,https://www.amazon.com/Sisters-Graphic-Novel-Raina-Telgemeier/dp/1338801880/ref=sr_1_204?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557141&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-204,9.40,4.8 out of 5 stars,11199,Book 2 of 2: Smile,Paperback,Teachers' pick
Thin Line (Jack Noble #3),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A0302743257583SAJOFPK&url=%2FThin-Line-Jack-Noble-L-T%2Fdp%2F1497490782%2Fref%3Dsr_1_193_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557144%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-193-spons%26psc%3D1&qualifier=1664557144&id=7310055318598576&widgetName=sp_atf_next,14.99,4.3 out of 5 stars,5510,L.T. Ryan,Paperback,No
Behind Enemy Lines (Titus Black Thriller series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A073992721FN2DPZJ4GK8&url=%2FBehind-Enemy-Lines-Titus-Thriller%2Fdp%2FB089TS2DC1%2Fref%3Dsr_1_194_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557144%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-194-spons%26psc%3D1&qualifier=1664557144&id=7310055318598576&widgetName=sp_atf_next,12.99,4.1 out of 5 stars,1303,R.J. Patterson,Paperback,No
Polity Agent: The Fourth Agent Cormac Novel (4),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A04860233CEXRNQJ4G70D&url=%2FPolity-Agent-Fourth-Cormac-Novel%2Fdp%2F1597809810%2Fref%3Dsr_1_195_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557144%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-195-spons%26psc%3D1&qualifier=1664557144&id=7310055318598576&widgetName=sp_atf_next,7.99,4.6 out of 5 stars,573,Neal Asher,Mass Market Paperback,No
DEMON'S ODYSSEY - SINFUL PRIDE,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A03344182HSNQ74PAIDVW&url=%2FDEMONS-ODYSSEY-SINFUL-ANTONIS-KAMENAKIS%2Fdp%2FB09MYXS12K%2Fref%3Dsr_1_196_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557144%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-196-spons%26psc%3D1&qualifier=1664557144&id=7310055318598576&widgetName=sp_atf_next,25.97,4.7 out of 5 stars,9,ANTONIS KAMENAKIS,Paperback,No
Verity,https://www.amazon.com/Verity-Colleen-Hoover/dp/1538724731/ref=sr_1_197?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-197,11.26,4.6 out of 5 stars,163358,Colleen Hoover,Paperback,Best Seller
Glow (The Plated Prisoner Series Book 4),https://www.amazon.com/Glow-Plated-Prisoner-Book-4-ebook/dp/B095G183J6/ref=sr_1_198?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-198,0.00,4.6 out of 5 stars,9960,Book 4 of 5: The Plated Prisoner Series,Kindle,No
Shrines of Gaiety: A Novel,https://www.amazon.com/Shrines-Gaiety-Novel-Kate-Atkinson-ebook/dp/B09RQHCHL5/ref=sr_1_199?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-199,14.99,4.0 out of 5 stars,21,Kate Atkinson,Kindle,No
Logan Likes Mary Anne!: A Graphic Novel (The Baby-sitters Club #8) (8) (The Baby-Sitters Club Graphic Novels),https://www.amazon.com/Logan-Likes-Baby-Sitters-Graphic-Novels/dp/1338304542/ref=sr_1_200?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-200,6.47,4.8 out of 5 stars,8009,Book 8 of 13: The Ba-Sitters Club Graphix,Paperback,Editors' pick
"Less Is Lost (The Arthur Less Books, 2)",https://www.amazon.com/Less-Lost-Andrew-Sean-Greer/dp/0316498904/ref=sr_1_201?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557144&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-201,16.99,4.2 out of 5 stars,92,Book 2 of 2: Less,Hardcover,Editors' pick
